id,doi,display_name,publication_date,abstract,concepts,source_id,elements
W2054881844,https://doi.org/10.1016/s0921-5093(97)00473-5,Statistical approach prediction of the textural properties of TiO2–Al2O3 mixed oxides modified by organic glycol-type polymers,1998-01-01,"Statistical approach prediction of the textural properties of TiO2Al2O3 mixed oxides modified by organic glycol-type polymers. TiO2Al2O3 mixed oxides with one-to-one molar ratio were synthesized from their isopropoxides under various experimental conditions, by co-precipitation. Polyethylene or polypropylene glycols were used as pore-regulating agents. The effect of concentration and the molecular mass of these agents on the surface area and pore structure of the final solid were studied using a statistical model built from a full 2 3 factorial experimental design. Within the experimental conditions, the response equations for surface area, cumulative pore volume and mean pore diameter show good agreement with the experimental data. The statistical analysis showed that the amount of polymer was the most important parameter, increasing the surface area and porosity of the final solid. Increase of the polymer molecular weight resulted in reduction of surface area and cumulative pore volume but in an increase of mean pore diameter. The textural differences induced by the different polymers are discussed in terms of the possible action mechanisms.","[('Polymer', 2, '0.6697638'), ('Materials science', 0, '0.5162899'), ('Type (biology)', 2, '0.41996086'), ('Chemical engineering', 1, '0.4010192'), ('Composite material', 1, '0.17302468'), ('Geology', 0, '0.12656295'), ('Engineering', 0, '0.053361684'), ('Paleontology', 1, '0.0')]",S154732359,TiO2Al2O3
W3080456339,https://doi.org/10.1016/j.cossms.2020.100850,Electron tomography: An imaging method for materials deformation dynamics,2020-08-01,"Electron tomography: An imaging method for materials deformation dynamics. The current achievement of three-dimensional 3D material deformation imaging in transmission electron microscopy TEM is reviewed. Morphological changes in a deformable specimen and dislocation movements in a crystalline specimen have been visualized in three dimensions at a time resolution of several minutes using TEM. Technical issues on developing 3D imaging methods of dislocation dynamics in TEM will be discussed from various aspects. The combination of in-situ and three-dimensional 3D in transmission electron microscopy TEM is one of the emerging topics of recent advanced electron microscopy research. However, to date, there have been only handful examples of in-situ 3D TEM for material deformation dynamics. In this article, firstly, the authors briefly review technical developments in fast tilt-series dataset acquisition, which is a crucial technique for in-situ electron tomography ET. Secondly, the authors showcase a recent successful example of in-situ specimen-straining and ET system development and its applications to the deformation dynamics of crystalline materials. The system is designed and developed to explore, in real-time and at sub-microscopic levels, the internal behavior of polycrystalline materials subjected to external stresses, and not specifically targeted for atomic resolution although it may be possible. Technical challenges toward the in-situ ET observation of 3D dislocation dynamics are discussed for commercial structural crystalline materials, including some of the early studies on in-situ ET imaging and 3D modeling of dislocation dynamics. A short summary of standing technical issues and a proposed guideline for further development in the 3D imaging method for dislocation dynamics are then discussed.","[('Dislocation', 2, '0.71166265'), ('Electron tomography', 4, '0.7065917'), ('Materials science', 0, '0.6856032'), ('Deformation (meteorology)', 2, '0.52550435'), ('Transmission electron microscopy', 2, '0.5195356'), ('Crystallite', 2, '0.49940085'), ('Characterization (materials science)', 2, '0.46886188'), ('High-resolution transmission electron microscopy', 3, '0.44340625'), ('Nanotechnology', 1, '0.40379897'), ('Scanning transmission electron microscopy', 3, '0.37282717'), ('Composite material', 1, '0.2030288'), ('Metallurgy', 1, '0.11769855')]",S7637673,
W2018356596,https://doi.org/10.1007/bf02744771,Small-angle scattering studies of inhomogeneities in condensed matter,1997-07-01,"Small-angle scattering studies of inhomogeneities in condensed matter. The experimental methods of small-angle scattering of X-rays, neutrons and light have been established as excellent tools for investigating particulate inhomogeneities in condensed matter media in the size range of 10 -10000 . In this paper we bring out the usefulness of small-angle X-ray scattering studies of particulate microstructure in condensed matter. Notwithstanding the extreme extensivity of the field of its applicability, we shall discuss in detail only one field, namely, precipitation of second phase particles in phase separating alloys. Specifically, we shall analyse the example of precipitation in Ni08Al02 alloy system in order to demonstrate the efficacy of the small-angle scattering techniques. We shall touch upon the maximum entropy technique, a relatively new and efficient method of SAXS data analysis, used to derive material data with excellent certainty and statistics from these experiments.","[('Materials science', 0, '0.739336'), ('Small-angle scattering', 3, '0.7313111'), ('Small-angle X-ray scattering', 3, '0.6834787'), ('Scattering', 2, '0.68137264'), ('Small-angle neutron scattering', 4, '0.5848937'), ('Neutron scattering', 3, '0.5304284'), ('Biological small-angle scattering', 5, '0.49031594'), ('Optics', 1, '0.47853002'), ('Light scattering', 3, '0.45328337'), ('Alloy', 2, '0.44390997'), ('Precipitation', 2, '0.43917695'), ('Phase (matter)', 2, '0.43560445'), ('Computational physics', 1, '0.39143163'), ('Condensed matter physics', 1, '0.33201635'), ('Physics', 0, '0.24726179'), ('Composite material', 1, '0.07918298'), ('Quantum mechanics', 1, '0.0'), ('Meteorology', 1, '0.0')]",S99612230,Ni08Al02
W3159357308,https://doi.org/10.1016/j.msec.2021.112147,Rose petal topography mimicked poly(dimethylsiloxane) substrates for enhanced corneal endothelial cell behavior,2021-04-30,"Rose petal topography mimicked polydimethylsiloxane substrates for enhanced corneal endothelial cell behavior. Low proliferation capacity of corneal endothelial cellsand worldwide limitations in transplantable donor tissues reveal the critical need of a robust approach for in vitro CEC growth. However, preservation of CEC-specific phenotype with increased proliferation has been a great challenge. Here we offer a biomimetic cell substrate design, by optimizing mechanical, topographical and biochemical characteristics of materials with CEC microenvironment. We showed the surprising similarity between topographical features of white rose petals and corneal endothelium due to hexagonal cell shapes and physiologically relevant cell density 2000 cells/mm2. Polydimethylsiloxane PDMS substrates with replica of white rose petal topography and cornea-friendly Young's modulus 211.85 74.9 kPa were functionalized with two of the important corneal extracellular matrix ECM components, collagen IVCOL 4 and hyaluronic acid HA. White rose petal patterned and COL 4 modified PDMS with optimized stiffness provided enhanced bovine CEC response with higher density monolayers and increased phenotypic marker expression. This biomimetic approach demonstrates a successful platform to improve in vitro cell substrate properties of PDMS for corneal applications, suggesting an alternative environment for CEC-based therapies, drug toxicity investigations, microfluidics and organ-on-chip applications.","[('Extracellular matrix', 2, '0.71173173'), ('Polydimethylsiloxane', 2, '0.5575303'), ('Cell biology', 1, '0.4897273'), ('Biophysics', 1, '0.48925042'), ('Cornea', 2, '0.45543724'), ('Hyaluronic acid', 2, '0.45334008'), ('Materials science', 0, '0.44238994'), ('Chemistry', 0, '0.43266702'), ('Nanotechnology', 1, '0.26166594'), ('Biology', 0, '0.21735555'), ('Anatomy', 1, '0.19661552'), ('Neuroscience', 1, '0.0')]",S43139658,
W4286436482,https://doi.org/10.1016/j.jmst.2022.06.031,Recent progress on multifunctional electromagnetic interference shielding polymer composites,2022-07-01,"Recent progress on multifunctional electromagnetic interference shielding polymer composites. The review discusses the basic theory, attenuation mechanisms and characterization methods of electromagnetic interference EMI shielding. The recent progress of multifunctional EMI shielding polymer composites are summarized and discussed with respect to their structures, fabrication methods and specific functions. The critical scientific and technical issues for EMI shielding composites with different functions are proposed, and the main challenges in the development of multifunctional polymer-based EMI shielding materials are presented. The explosive development of electronic devices and wireless communication technology gives rise to the issue of electromagnetic pollution, known as electromagnetic interference EMI. The accumulation of undesirable electromagnetic radiation in space disturbs the normal function of unshielded electronic appliances and poses seriously threat to human health. Thus, the development of EMI shielding materials have emerged to solve the grim problem. Considering the complex application contexts, EMI shielding materials have evolved from traditional single-function to multi-functions to meet the ever-increasing application requirements in recent few years. This paper provides detailed insight into the current research status and future challenges in the advancement of polymer-based EMI shielding materials with various functions. First, the basic theory of EMI shielding, factors influencing results and the dominating characterization technologies for EMI shielding properties are summarized. Then, the comprehensive descriptions of the seven types of multifunctional EMI shields are provided with respect to their structures, fabrication methods and specific functions. Meanwhile, the corresponding critical scientific and technical issues are proposed. Based on our comprehensive analysis, the main challenges in the development of multifunctional EMI shielding materials are presented. This review aims to provide some guidance and inspire more efforts toward functional EMI shielding material research to satisfy the growing requirements for next-generation electronic systems.","[('Materials science', 0, '0.9313889'), ('Composite material', 1, '0.7968914'), ('Electromagnetic shielding', 2, '0.7438238'), ('Electromagnetic interference', 2, '0.65956384'), ('Polymer', 2, '0.52765524'), ('Interference (communication)', 3, '0.43292642'), ('Electronic engineering', 1, '0.062222898'), ('Telecommunications', 1, '0.042806834'), ('Computer science', 0, '0.0'), ('Engineering', 0, '0.0'), ('Channel (broadcasting)', 2, '0.0')]",S135187643,
W2068097903,https://doi.org/10.1016/0921-5093(92)90026-w,On the measurement of local strain and temperature during the formation of adiabatic shear bands,1992-10-01,"On the measurement of local strain and temperature during the formation of adiabatic shear bands. A series of experiments was performed to study the process of adiabatic shear band initiation and formation in steels. The steels include a low carbon cold-rolled steel and three martensitic steels HY-100 and two tempers of AISI 4340 VAR steel of varying hardness. In each case the specimens are machined as thin-walled tubes that are deformed dynamically in a torsional Kolsky bar torsional split Hopkinson bar. Shear band initiation and formation are observed by ultrahigh-speed photography of a fine grid pattern deposited on the specimen's surface. It is shown that the critical strain for shear band initiation depends on the magnitude of a preexisting defect, in accordance with the predictions of Molinari and Clifton, J. Appl. Mech., 54 1991 806812. Ultrahigh-speed photographs of the grid pattern show that local strains of 1001000% may be attained and that the local strain rates reach 10 5 s 1 . In addition, the local temperature in the shear band is measured by employing an array of small high-speed infrared detectors that provide a plot of temperature as a function of time and position. Within the shear band region, temperatures of have been measured.","[('Adiabatic shear band', 3, '0.9429398'), ('Materials science', 0, '0.7802036'), ('Shear (geology)', 2, '0.6586139'), ('Composite material', 1, '0.6008653'), ('Shear band', 3, '0.50842637'), ('Martensite', 3, '0.48419026'), ('Adiabatic process', 2, '0.47301462'), ('Optics', 1, '0.37475294'), ('Metallurgy', 1, '0.354384'), ('Microstructure', 2, '0.28623492'), ('Physics', 0, '0.080830485'), ('Thermodynamics', 1, '0.075475246')]",S154732359,HY
W2100392300,https://doi.org/10.5539/jmsr.v2n3p1,Convection Streams and Macrosegregation Couple Phenomena for Dendritic Solidification Defects in Casting Processes,2013-04-15,"Convection Streams and Macrosegregation Couple Phenomena for Dendritic Solidification Defects in Casting Processes. An investigation has been performed to study the effects of convection streams and the movement of dendritic solid on the macrosegregation in equiaxed structure of aluminium cast ingots. The investigation combined laboratory work, metallographic examination and mathematical modelling. The laboratory work involved different superheats for Al-10%Si alloy cast ingots. The measurements of grain size of equiaxed crystals and macro-segregation distributions have been conducted to verify the solidification model by using the metallographic study combined macro/micro-structural evolution of cast ingot samples. Two-dimensional mathematical model of fluid flow and heat transfer has been developed to characterise the natural convection streams, thermal fields and macro-segregation distributions taken into account the effect of dendritic solid movements. The model predictions were compared to measurements of cooling curves and macro-segregation distributions where the reasonable agreements were found. The formation of macro-segregation phenomenon has been studied and discussed based on convection streams, the movements of dendritic solid and mushy permeability. Also, some typical cases in conventional casting processes related to increase the occurrence of dendritic solidification defects have been discussed.","[('Materials science', 0, '0.7840652'), ('Equiaxed crystals', 3, '0.7814676'), ('Ingot', 3, '0.75695527'), ('Convection', 2, '0.68545'), ('Thermal', 2, '0.4865762'), ('Heat transfer', 2, '0.47994617'), ('Casting', 2, '0.47899386'), ('Metallurgy', 1, '0.46742815'), ('Work (physics)', 2, '0.43525958'), ('Mechanics', 1, '0.42778116'), ('Directional solidification', 3, '0.42418277'), ('Alloy', 2, '0.40673932'), ('Thermodynamics', 1, '0.208098'), ('Physics', 0, '0.0')]",S2764851692,Al
W2558001182,https://doi.org/10.1016/j.msec.2016.11.121,In situ and ex situ modifications of bacterial cellulose for applications in tissue engineering,2018-01-01,"In situ and ex situ modifications of bacterial cellulose for applications in tissue engineering. Bacterial cellulose BC is secreted by a few strains of bacteria and consists of a cellulose nanofiber network with unique characteristics. Because of its excellent mechanical properties, outstanding biocompatibilities, and abilities to form porous structures, BC has been studied for a variety of applications in different fields, including the use as a biomaterial for scaffolds in tissue engineering. To extend its applications in tissue engineering, native BC is normally modified to enhance its properties. Generally, BC modifications can be made by either in situ modification during cell culture or ex situ modification of existing BC microfibers. In this review we will first provide a brief","[('Bacterial cellulose', 3, '0.9093713'), ('Tissue engineering', 2, '0.7716'), ('In situ', 2, '0.75386024'), ('Biomaterial', 2, '0.70755684'), ('Cellulose', 2, '0.5850597'), ('Ex vivo', 3, '0.5351084'), ('Nanofiber', 2, '0.5206146'), ('Microfiber', 2, '0.46798894'), ('Materials science', 0, '0.45170605'), ('Biomedical engineering', 1, '0.3512363'), ('Nanotechnology', 1, '0.33035263'), ('Chemistry', 0, '0.27928418'), ('Engineering', 0, '0.23610198'), ('Chemical engineering', 1, '0.2320444'), ('Composite material', 1, '0.116771996'), ('Biochemistry', 1, '0.109546185'), ('Organic chemistry', 1, '0.0'), ('In vitro', 2, '0.0')]",S43139658,BC
W2921616013,https://doi.org/10.1088/1757-899x/479/1/012062,Research and existing problems of pour point depressant/viscosity reducer for crude oil production,2019-02-01,Research and existing problems of pour point depressant/viscosity reducer for crude oil production. The composition and structure of pour point depressant/viscosity reducer for pipeline transportation and its application effect in long-distance pipeline transportation in China as well as the application effect of oil-soluble viscosity reducer and water-soluble viscosity reducer for wellbore lift in low-viscosity and high-viscosity heavy oil wells in China are introduced. The main technical problems existing in the study of viscosity reducer for heavy oil formations drive are presented.,"[('Reducer', 2, '0.934526'), ('Depressant', 2, '0.90962446'), ('Pour point', 2, '0.87848234'), ('Viscosity', 2, '0.573436'), ('Crude oil', 2, '0.51500607'), ('Viscosity index', 4, '0.4462164'), ('Production (economics)', 2, '0.44255626'), ('Pulp and paper industry', 1, '0.35412896'), ('Petroleum engineering', 1, '0.3154371'), ('Engineering', 0, '0.25340497'), ('Chemistry', 0, '0.23372018'), ('Medicine', 0, '0.15639117'), ('Materials science', 0, '0.12586397'), ('Economics', 0, '0.1253039'), ('Physics', 0, '0.12377688'), ('Thermodynamics', 1, '0.09347072'), ('Organic chemistry', 1, '0.07905781'), ('Pharmacology', 1, '0.07597068'), ('Mechanical engineering', 1, '0.058653086'), ('Base oil', 3, '0.05608833'), ('Macroeconomics', 1, '0.0'), ('Scanning electron microscope', 2, '0.0'), ('Composite material', 1, '0.0')]",S4306514344,
W2782369092,https://doi.org/10.1051/matecconf/201713801007,Effect of High Temperature on Properties of Glass Concrete,2017-12-30,"Effect of High Temperature on Properties of Glass Concrete. In this study, the concrete is mixed with glass fibers which are 0.5%, 1.0% and 1.5% of cement weight and 0.6 cm long. The effect of fiber addition level on the compressive strength, bending strength and residual compressive strength and thermal conductivity after heating of concrete is discussed. The test results show that an appropriate addition of glass fiber to the concrete at room temperature is favorable for the compressive strength. A low addition of relatively short glass fiber has insignificant effect on the bending strength. However, the adverse effect on the bending strength will increase if the addition level is too high. The addition of glass fiber can improve the loss of concrete strength under the effect of high temperature not exceeding, and a relatively high compressive strength remains under the effect of high temperature not exceeding. The high temperature can reduce the thermal conductivity of glass concrete, and the higher the addition level of glass fiber is, the lower is the thermal conductivity. Keywords: Glass fiber, concrete, heating, thermal conductivity","[('Materials science', 0, '0.8605124'), ('Composite material', 1, '0.8196819'), ('Compressive strength', 2, '0.7871535'), ('Glass fiber', 2, '0.69290036'), ('Thermal conductivity', 2, '0.6515168'), ('Flexural strength', 2, '0.56790686'), ('Fiber', 2, '0.5339706'), ('Residual strength', 2, '0.5174659'), ('Bending', 2, '0.48876238'), ('Thermal', 2, '0.45666462'), ('Cement', 2, '0.41121963'), ('Physics', 0, '0.0'), ('Meteorology', 1, '0.0')]",S4210175061,
W1986180785,https://doi.org/10.1016/s0928-4931(01)00217-x,Preparation of polymeric and metallic nanostructures using a template-based deposition method,2001-08-20,Preparation of polymeric and metallic nanostructures using a template-based deposition method. Arrays of micro- and nanoscopic Ag and Au tubes with different thicknesses were prepared by electroless deposition of the corresponding metal within the pores of polycarbonate particle track-etched membranes.,"[('Materials science', 0, '0.7342643'), ('Deposition (geology)', 3, '0.6532522'), ('Nanostructure', 2, '0.63398004'), ('Nanotechnology', 1, '0.5181509'), ('Metal', 2, '0.48693192'), ('Template', 2, '0.42016158'), ('Chemical engineering', 1, '0.3500019'), ('Metallurgy', 1, '0.23941931'), ('Engineering', 0, '0.080253005'), ('Geology', 0, '0.061280966'), ('Paleontology', 1, '0.0'), ('Sediment', 2, '0.0')]",S43139658,"Ag,Au"
W2029221166,https://doi.org/10.4028/www.scientific.net/msf.539-543.1303,Lifetime of PEMFCs,2007-03-01,"Lifetime of In this paper reactions having strong influence on the lifetime ofare described. These lifetime limiting reactions are related to the catalyst increase of the particle size, catalyst dissolution, oxidation of the carbon catalyst support, catalyst deactivation by contaminants, to the membrane degradation, loss of membrane humidification, increase of membrane resistance, and corrosion of structural components e.g. metallic bipolar plates. Examples for such reactions are shown and rate determinining parameter are discussed.","[('Catalysis', 2, '0.801005'), ('Materials science', 0, '0.7858894'), ('Dissolution', 2, '0.70959884'), ('Limiting', 2, '0.6153373'), ('Chemical engineering', 1, '0.54242945'), ('Proton exchange membrane fuel cell', 3, '0.5287349'), ('Membrane', 2, '0.5169215'), ('Corrosion', 2, '0.505404'), ('Degradation (telecommunications)', 2, '0.49909043'), ('Metal', 2, '0.455266'), ('Particle size', 2, '0.44611788'), ('Carbon fibers', 3, '0.4250013'), ('Composite material', 1, '0.28239268'), ('Metallurgy', 1, '0.22663236'), ('Chemistry', 0, '0.13088828'), ('Organic chemistry', 1, '0.119463086'), ('Mechanical engineering', 1, '0.0'), ('Telecommunications', 1, '0.0'), ('Biochemistry', 1, '0.0'), ('Composite number', 2, '0.0'), ('Computer science', 0, '0.0'), ('Engineering', 0, '0.0')]",S87940674,
W1964479561,https://doi.org/10.1179/174328407x161088,Hydrothermal preparation of nanocarbonated hydroxyapatite crystallites,2008-10-01,"Hydrothermal preparation of nanocarbonated hydroxyapatite crystallites. Needle-like nanocarbonated hydroxyapatite CHA powders were prepared by hydrothermal method using CaNO32, NH43PO4 and urea as reagents. Element analyse EMA, X-ray diffraction XRD, Fourier transform infrared spectroscopy FTIR, transmission electron microscopy TEM and thermogravimetry differential thermogravimetry TG-DTA were used to characterise the crystalline phase, microstructure, chemical composition, morphology and thermal stability of CHA. The results show that AB type CHA can be obtained through this method. The carbonate content and the ratio of length to diameter of CHA can be adjusted by controlling the concentration of urea. The results show that CO32incorporated into the apatite structure has an influence on the properties of CHA, such as the morphology and the size of crystal grain, the lattice parameters and the unit cell volume and the crystallisation degree and the stability.","[('Materials science', 0, '0.9068433'), ('Crystallite', 2, '0.75199264'), ('Hydrothermal circulation', 2, '0.7454872'), ('Hydrothermal synthesis', 3, '0.46328562'), ('Chemical engineering', 1, '0.4069163'), ('Nanotechnology', 1, '0.3972888'), ('Mineralogy', 1, '0.34090248'), ('Metallurgy', 1, '0.31421882'), ('Chemistry', 0, '0.0'), ('Engineering', 0, '0.0')]",S82336448,"CaNO32,NH43PO4"
W2026445840,https://doi.org/10.1002/pssa.200776336,An infrared study of the superconducting diamond,2007-09-01,"An infrared study of the superconducting diamond. When heavily doped with boron, diamond films can become superconducting with critical temperatures T c well above. Here, we measure the reflectivity of such a film down to 5 cm -1 , by using both conventional radiation sources and Coherent Synchrotron Radiation. We thus determine the electron-phonon Eli-ashberg spectral function a 2 F and the optical superconducting gap 2A. We conclude that superconducting diamond behaves as a dirty BCS superconductor.","[('Superconductivity', 2, '0.89603627'), ('Diamond', 2, '0.7573795'), ('Synchrotron radiation', 2, '0.7154867'), ('Infrared', 2, '0.6041134'), ('Condensed matter physics', 1, '0.6032176'), ('Phonon', 2, '0.5016525'), ('Synchrotron', 2, '0.4983256'), ('Materials science', 0, '0.4557419'), ('Doping', 2, '0.4108094'), ('Physics', 0, '0.37562796'), ('Optics', 1, '0.27666193'), ('Metallurgy', 1, '0.062920004')]",S7159504,"BCS,F"
W2063178651,https://doi.org/10.1016/0025-5416(84)90273-8,An atomistic model of slip formation,1984-01-01,"An atomistic model of slip formation. The results of an atomistic model for the simulation of the early stages of crack initiation in a two-dimensional triangular lattice are presented. In the current model, each particle in the system is treated discretely and assumed to be interacting with the surrounding particles via Lennard-Jones potentials. A uniaxial load in incremental elongations is applied to the rectangular two-dimensional slab in either the x or the y direction. After each incremental elongation the system is equilibrated using a static method. Initially, elastic behavior in the x and y directions is observed. Continued elongation results in plastic deformation. In lattices with point defects, the defects first move to the surface, creating vacancies which trigger plastic deformation.","[('Materials science', 0, '0.8521091'), ('Elongation', 3, '0.74288213'), ('Slip (aerodynamics)', 2, '0.57478756'), ('Slab', 2, '0.5407067'), ('Lattice (music)', 2, '0.5282998'), ('Deformation (meteorology)', 2, '0.50767195'), ('Mechanics', 1, '0.40617955'), ('Condensed matter physics', 1, '0.35847852'), ('Composite material', 1, '0.31158578'), ('Thermodynamics', 1, '0.20094985'), ('Structural engineering', 1, '0.19190216'), ('Physics', 0, '0.10378319'), ('Ultimate tensile strength', 2, '0.07547867'), ('Acoustics', 1, '0.0'), ('Engineering', 0, '0.0')]",S32516542,
W3019456745,https://doi.org/10.1016/j.msea.2020.139414,Creep behavior and a deformation mechanism based creep rate model under high temperature and low stress condition for single crystal superalloy DD5,2020-06-01,"Creep behavior and a deformation mechanism based creep rate model under high temperature and low stress condition for single crystal superalloy DD5. This work reports the investigation on creep behavior under high temperature and low stress condition for single crystal superalloy DD5 and the subsequent establishment of a deformation mechanism based creep rate model. The / microstructure evolution and the precipitate-dislocation interaction mode were investigated systematically during creep test at and 120MPa, for a better understanding of underlying creep deformation characteristics. The / microstructure becomes rafted and topological inverted eventually as creep deformation continues. The formation of dense interfacial dislocation network that impedes dislocations from cutting into precipitates is assumed to be one of the main strengthening mechanisms during creep. The climbing over rafted precipitates is seen as a recovery/softening process which annihilates dislocations, receding the strengthening effect of interfacial dislocation network. The cutting through rafted precipitates is proposed to account for the acceleration of creep, a strong dependence of creep properties on rafting the effect of widening horizontal channel on the degraded back stress of cutting through rafted precipitates then arises. The established model involving these characteristics was found to predict the creep behavior below 1% creep strain under different temperatures and stresses for single crystal superalloy DD5 accurately. Several microstructure characteristics and physical properties emerge from the model, which is promising for alloy design and compositional optimization.","[('Creep', 2, '0.9245424'), ('Superalloy', 3, '0.8229369'), ('Materials science', 0, '0.8174206'), ('Diffusion creep', 4, '0.6262092'), ('Deformation (meteorology)', 2, '0.5205111'), ('Deformation mechanism', 3, '0.50156546'), ('Stress (linguistics)', 2, '0.48995104'), ('Composite material', 1, '0.460799'), ('Single crystal', 2, '0.45843372'), ('Metallurgy', 1, '0.44900802'), ('Mechanism (biology)', 2, '0.4387488'), ('Crystallography', 1, '0.21090436'), ('Grain boundary', 3, '0.13987055'), ('Microstructure', 2, '0.066604674'), ('Physics', 0, '0.051203787'), ('Chemistry', 0, '0.047249436'), ('Linguistics', 1, '0.0'), ('Philosophy', 0, '0.0'), ('Quantum mechanics', 1, '0.0')]",S154732359,
